id,code,name,user_type_id/id,tax_ids/id,currency_id/id,reconcile,deprecated
__setup__.account_account_meteotest_8505,8505,Ausserordentliche Verluste von Forderungen,account.data_account_type_expenses,,,False,False
__setup__.account_account_meteotest_8510,8510,Auflösung von Reserven,account.data_account_type_revenue,,,False,False
__setup__.account_account_meteotest_8511,8511,Auflösung von nicht benötigten Rückstellungen,account.data_account_type_revenue,,,False,False
__setup__.account_account_meteotest_8514,8514,Ausserordentliche Gewinne aus Veräuss. von AV,account.data_account_type_revenue,,,False,False
__setup__.account_account_meteotest_8704,8704,Bildung Arbeitgeberbeitragsreerve,account.data_account_type_revenue,,,False,False
__setup__.account_account_meteotest_8709,8709,Übriger periodenfremder Aufwand,account.data_account_type_revenue,,,False,False
__setup__.account_account_meteotest_8714,8714,Auflösung Arbeitgeberbeitragsreserve,account.data_account_type_revenue,,,False,False
__setup__.account_account_meteotest_8719,8719,Übriger periodenfremder Ertrag,account.data_account_type_revenue,,,False,False
__setup__.account_account_meteotest_8900,8900,Kantons- und Gemeindesteuern,account.data_account_type_expenses,,,False,False
__setup__.account_account_meteotest_8901,8901,Direkte Bundessteuern,account.data_account_type_expenses,,,False,False
__setup__.account_account_meteotest_8902,8902,Periodenfremde direkte Steuern,account.data_account_type_expenses,,,False,False
__setup__.account_account_meteotest_999999,999999,Undistributed Profits/Losses,account.data_unaffected_earnings,,,False,False
